Reconstruction lambda,SNR,Data length,Log MSE on Weights
1.5,100,1005,1.0571
1.5,100,1006,1.0571
1.5,100,1007,1.0571
1.5,100,1008,1.0572
1.5,100,1009,1.0572
1.5,100,1010,1.0572
1.5,100,1011,1.0572
1.5,100,1012,1.0572
1.5,100,1013,1.0573
1.5,100,1014,1.0573
1.5,100,1015,1.0573
1.5,100,1016,1.0573
1.5,100,1017,1.0573
1.5,100,1018,1.0574
1.5,100,1019,1.0574
1.5,100,1020,1.0574
1.5,100,1021,1.0574
1.5,100,1022,1.0574
1.5,100,1023,1.0574
1.5,100,1024,1.0574
1.5,100,1025,1.0575
1.5,100,1026,1.0575
1.5,100,1027,1.0575
1.5,100,1028,1.0575
1.5,100,1029,1.0575
1.5,100,1030,1.0575
1.5,100,1031,1.0576
1.5,100,1032,1.0576
1.5,100,1033,1.0576
1.5,100,1034,1.0576
1.5,100,1035,1.0576
1.5,100,1036,1.0576
1.5,100,1037,1.0576
1.5,100,1038,1.0576
1.5,100,1039,Ill-conditioned
1.5,100,1040,Ill-conditioned
1.5,100,1041,1.0577
1.5,100,1042,1.0577
1.5,100,1043,1.0578
1.5,100,1044,1.058
1.5,100,1045,1.0582
1.5,100,1046,1.0583
1.5,100,1047,1.0585
1.5,100,1048,1.0586
1.5,100,1049,1.0586
1.5,100,1050,1.0586
1.5,100,1051,1.0586
1.5,100,1052,1.0586
1.5,100,1053,1.0586
1.5,100,1054,1.0586
1.5,100,1055,1.0586
1.5,100,1056,1.0586
1.5,100,1057,1.0586
1.5,100,1058,1.0586
1.5,100,1059,1.0586
1.5,100,1060,1.0586
1.5,100,1061,1.0586
1.5,100,1062,1.0586
1.5,100,1063,1.0586
1.5,100,1064,1.0587
1.5,100,1065,1.0587
1.5,100,1066,1.0587
1.5,100,1067,1.0587
1.5,100,1068,1.0587
1.5,100,1069,1.0587
1.5,100,1070,1.0587
1.5,100,1071,1.0587
1.5,100,1072,Ill-conditioned
1.5,100,1073,1.0587
1.5,100,1074,1.0587
1.5,100,1075,1.0587
1.5,100,1076,1.0587
1.5,100,1077,1.0587
1.5,100,1078,1.0587
1.5,100,1079,1.0587
1.5,100,1080,1.0587
1.5,100,1081,1.0587
1.5,100,1082,1.0587
1.5,100,1083,1.0587
1.5,100,1084,1.0587
1.5,100,1085,1.0587
1.5,100,1086,1.0587
1.5,100,1087,1.0587
1.5,100,1088,1.0587
1.5,100,1089,1.0587
1.5,100,1090,1.0587
1.5,100,1091,1.0587
1.5,100,1092,1.0587
1.5,100,1093,1.0587
1.5,100,1094,1.0587
1.5,100,1095,1.0587
1.5,100,1096,1.0587
1.5,100,1097,1.0587
1.5,100,1098,1.0587
1.5,100,1099,1.0587
1.5,100,1100,1.0587
1.5,100,1101,1.0587
1.5,100,1102,1.0587
1.5,100,1103,1.0587
1.5,100,1104,1.0587
1.5,100,1105,1.0587
1.5,100,1106,1.0587
1.5,100,1107,1.0587
1.5,100,1108,1.0587
1.5,100,1109,1.0587
1.5,100,1110,1.0587
1.5,100,1111,1.0587
1.5,100,1112,1.0587
1.5,100,1113,1.0587
1.5,100,1114,1.0587
1.5,100,1115,1.0587
1.5,100,1116,1.0587
1.5,100,1117,1.0587
1.5,100,1118,1.0587
1.5,100,1119,1.0587
1.5,100,1120,1.0587
1.5,100,1121,1.0587
1.5,100,1122,1.0588
1.5,100,1123,1.0588
1.5,100,1124,1.0588
1.5,100,1125,1.0588
1.5,100,1126,1.0588
1.5,100,1127,1.0588
1.5,100,1128,1.0588
1.5,100,1129,1.0588
1.5,100,1130,1.0588
1.5,100,1131,1.0588
1.5,100,1132,1.0588
1.5,100,1133,1.0588
1.5,100,1134,1.0588
1.5,100,1135,1.0588
1.5,100,1136,1.0588
1.5,100,1137,1.0588
1.5,100,1138,1.0588
1.5,100,1139,1.0588
1.5,100,1140,1.0588
1.5,100,1141,1.0588
1.5,100,1142,1.0588
1.5,100,1143,1.0588
1.5,100,1144,1.0588
1.5,100,1145,1.0588
1.5,100,1146,1.0588
1.5,100,1147,1.0588
1.5,100,1148,1.0588
1.5,100,1149,1.0588
1.5,100,1150,1.0588
1.5,100,1151,1.0588
1.5,100,1152,1.0588
1.5,100,1153,1.0588
1.5,100,1154,1.0588
1.5,100,1155,1.0588
1.5,100,1156,1.0588
1.5,100,1157,1.0588
1.5,100,1158,1.0588
1.5,100,1159,1.0588
1.5,100,1160,1.0588
1.5,100,1161,1.0588
1.5,100,1162,1.0588
1.5,100,1163,1.0588
1.5,100,1164,1.0588
1.5,100,1165,1.0588
1.5,100,1166,1.0588
1.5,100,1167,1.0587
1.5,100,1168,1.0587
1.5,100,1169,1.0587
1.5,100,1170,1.0587
1.5,100,1171,1.0587
1.5,100,1172,1.0587
1.5,100,1173,1.0587
1.5,100,1174,1.0587
1.5,100,1175,1.0587
1.5,100,1176,1.0587
1.5,100,1177,1.0587
1.5,100,1178,1.0587
1.5,100,1179,1.0587
1.5,100,1180,1.0587
1.5,100,1181,1.0587
1.5,100,1182,1.0587
1.5,100,1183,1.0587
1.5,100,1184,1.0587
1.5,100,1185,1.0587
1.5,100,1186,1.0587
1.5,100,1187,1.0586
1.5,100,1188,1.0586
1.5,100,1189,1.0586
1.5,100,1190,1.0586
1.5,100,1191,1.0586
1.5,100,1192,1.0586
1.5,100,1193,1.0586
1.5,100,1194,1.0586
1.5,100,1195,1.0586
1.5,100,1196,1.0586
1.5,100,1197,1.0586
1.5,100,1198,1.0586
1.5,100,1199,1.0586
1.5,100,1200,1.0586
1.5,100,1201,1.0586
1.5,100,1202,1.0586
1.5,100,1203,1.0586
1.5,100,1204,1.0586
1.5,100,1205,1.0586
1.5,100,1206,1.0586
1.5,100,1207,1.0586
1.5,100,1208,1.0586
1.5,100,1209,1.0585
1.5,100,1210,1.0585
1.5,100,1211,1.0585
1.5,100,1212,1.0585
1.5,100,1213,1.0585
1.5,100,1214,1.0585
1.5,100,1215,1.0585
1.5,100,1216,1.0585
1.5,100,1217,1.0585
1.5,100,1218,1.0585
1.5,100,1219,1.0585
1.5,100,1220,1.0585
1.5,100,1221,1.0585
1.5,100,1222,1.0585
1.5,100,1223,1.0585
1.5,100,1224,1.0585
1.5,100,1225,1.0585
1.5,100,1226,1.0585
1.5,100,1227,1.0584
1.5,100,1228,1.0584
1.5,100,1229,1.0584
1.5,100,1230,1.0584
1.5,100,1231,1.0584
1.5,100,1232,1.0584
1.5,100,1233,1.0584
1.5,100,1234,1.0584
1.5,100,1235,1.0584
1.5,100,1236,1.0584
1.5,100,1237,1.0584
1.5,100,1238,1.0584
1.5,100,1239,1.0584
1.5,100,1240,1.0584
1.5,100,1241,1.0584
1.5,100,1242,1.0584
1.5,100,1243,1.0584
1.5,100,1244,1.0584
1.5,100,1245,1.0584
1.5,100,1246,1.0584
1.5,100,1247,1.0584
1.5,100,1248,1.0584
1.5,100,1249,1.0583
1.5,100,1250,1.0583
1.5,100,1251,1.0583
1.5,100,1252,1.0583
1.5,100,1253,1.0583
1.5,100,1254,1.0583
1.5,100,1255,1.0583
1.5,100,1256,1.0583
1.5,100,1257,1.0583
1.5,100,1258,1.0583
1.5,100,1259,1.0585
1.5,100,1260,1.0585
1.5,100,1261,1.0585
1.5,100,1262,1.0585
1.5,100,1263,1.0585
1.5,100,1264,1.0585
1.5,100,1265,1.0585
1.5,100,1266,1.0585
1.5,100,1267,1.0585
1.5,100,1268,1.0585
1.5,100,1269,1.0585
1.5,100,1270,1.0585
1.5,100,1271,1.0585
1.5,100,1272,1.0585
1.5,100,1273,1.0584
1.5,100,1274,1.0584
1.5,100,1275,1.0584
1.5,100,1276,1.0584
1.5,100,1277,1.0584
1.5,100,1278,1.0584
1.5,100,1279,1.0584
1.5,100,1280,1.0584
1.5,100,1281,1.0584
1.5,100,1282,1.0584
1.5,100,1283,1.0584
1.5,100,1284,1.0584
1.5,100,1285,1.0584
1.5,100,1286,1.0584
1.5,100,1287,1.0584
1.5,100,1288,1.0584
1.5,100,1289,1.0584
1.5,100,1290,1.0584
1.5,100,1291,1.0584
1.5,100,1292,1.0584
1.5,100,1293,1.0584
1.5,100,1294,1.0584
1.5,100,1295,1.0584
1.5,100,1296,1.0584
1.5,100,1297,1.0584
1.5,100,1298,1.0584
1.5,100,1299,1.0584
1.5,100,1300,1.0583
1.5,100,1301,1.0583
1.5,100,1302,1.0583
1.5,100,1303,1.0583
1.5,100,1304,1.0583
1.5,100,1305,1.0583
1.5,100,1306,1.0583
1.5,100,1307,1.0583
1.5,100,1308,1.0583
1.5,100,1309,1.0583
1.5,100,1310,1.0583
1.5,100,1311,1.0583
1.5,100,1312,1.0583
1.5,100,1313,1.0583
1.5,100,1314,1.0583
1.5,100,1315,1.0583
1.5,100,1316,1.0583
1.5,100,1317,1.0583
1.5,100,1318,1.0583
1.5,100,1319,1.0583
1.5,100,1320,1.0583
1.5,100,1321,1.0583
1.5,100,1322,1.0583
1.5,100,1323,1.0583
1.5,100,1324,1.0583
1.5,100,1325,1.0583
1.5,100,1326,1.0583
1.5,100,1327,1.0582
1.5,100,1328,1.0582
1.5,100,1329,1.0582
1.5,100,1330,1.0582
1.5,100,1331,1.0582
1.5,100,1332,1.0582
1.5,100,1333,1.0588
1.5,100,1334,1.0841
1.5,100,1335,1.1187
1.5,100,1336,1.1202
1.5,100,1337,1.1218
1.5,100,1338,1.1278
1.5,100,1339,1.1279
1.5,100,1340,1.1279
1.5,100,1341,1.128
1.5,100,1342,1.128
1.5,100,1343,1.1281
1.5,100,1344,1.1281
1.5,100,1345,1.1281
1.5,100,1346,1.1281
1.5,100,1347,1.1281
1.5,100,1348,1.1281
1.5,100,1349,1.1281
1.5,100,1350,1.1287
1.5,100,1351,1.1308
1.5,100,1352,1.132
1.5,100,1353,1.1325
1.5,100,1354,1.133
1.5,100,1355,1.1335
1.5,100,1356,1.134
1.5,100,1357,1.1346
1.5,100,1358,1.1353
1.5,100,1359,1.136
1.5,100,1360,1.1368
1.5,100,1361,1.1377
1.5,100,1362,1.1387
1.5,100,1363,1.1398
1.5,100,1364,1.1411
1.5,100,1365,1.1425
1.5,100,1366,1.144
1.5,100,1367,1.1458
1.5,100,1368,1.1467
1.5,100,1369,1.1469
1.5,100,1370,1.1472
1.5,100,1371,1.1473
1.5,100,1372,1.1476
1.5,100,1373,1.1477
1.5,100,1374,1.1478
1.5,100,1375,1.1479
1.5,100,1376,1.148
1.5,100,1377,1.1481
1.5,100,1378,1.1482
1.5,100,1379,1.1483
1.5,100,1380,1.1485
1.5,100,1381,1.1486
1.5,100,1382,1.1487
1.5,100,1383,1.1488
1.5,100,1384,1.1489
1.5,100,1385,1.149
1.5,100,1386,1.1491
1.5,100,1387,1.1492
1.5,100,1388,1.1493
1.5,100,1389,1.1494
1.5,100,1390,1.1495
1.5,100,1391,1.1496
1.5,100,1392,1.1496
1.5,100,1393,1.1497
1.5,100,1394,1.1498
1.5,100,1395,1.1498
1.5,100,1396,1.1499
1.5,100,1397,1.15
1.5,100,1398,1.1501
1.5,100,1399,1.1501
1.5,100,1400,1.1502
1.5,100,1401,1.1503
1.5,100,1402,1.1503
1.5,100,1403,1.1504
1.5,100,1404,1.1505
1.5,100,1405,1.1506
1.5,100,1406,1.1506
1.5,100,1407,1.1507
1.5,100,1408,1.1508
1.5,100,1409,1.1509
1.5,100,1410,1.151
1.5,100,1411,1.151
1.5,100,1412,1.1511
1.5,100,1413,1.1512
1.5,100,1414,1.1513
1.5,100,1415,1.1514
1.5,100,1416,1.1514
1.5,100,1417,1.1515
1.5,100,1418,1.1516
1.5,100,1419,1.1517
1.5,100,1420,1.1517
1.5,100,1421,1.1518
1.5,100,1422,1.1519
1.5,100,1423,1.152
1.5,100,1424,1.152
1.5,100,1425,1.1521
1.5,100,1426,1.1522
1.5,100,1427,1.1523
1.5,100,1428,1.1523
1.5,100,1429,1.1524
1.5,100,1430,1.1525
1.5,100,1431,1.1526
1.5,100,1432,1.1526
1.5,100,1433,1.1527
1.5,100,1434,1.1528
1.5,100,1435,1.1529
1.5,100,1436,1.153
1.5,100,1437,1.153
1.5,100,1438,1.1531
1.5,100,1439,1.1532
1.5,100,1440,1.1535
1.5,100,1441,1.1537
1.5,100,1442,1.1538
1.5,100,1443,1.1541
1.5,100,1444,1.1543
1.5,100,1445,1.1544
1.5,100,1446,1.1547
1.5,100,1447,1.1549
1.5,100,1448,1.1551
1.5,100,1449,1.1553
1.5,100,1450,1.1555
1.5,100,1451,1.1557
1.5,100,1452,1.1559
1.5,100,1453,1.1561
1.5,100,1454,1.1563
1.5,100,1455,1.1565
1.5,100,1456,1.1567
1.5,100,1457,1.1569
1.5,100,1458,1.1571
1.5,100,1459,1.1573
1.5,100,1460,1.1575
1.5,100,1461,1.1577
1.5,100,1462,1.1579
1.5,100,1463,1.1581
1.5,100,1464,1.1583
1.5,100,1465,1.1586
1.5,100,1466,1.1588
1.5,100,1467,1.159
1.5,100,1468,1.1592
1.5,100,1469,1.1594
1.5,100,1470,1.1596
1.5,100,1471,1.1599
1.5,100,1472,1.1601
1.5,100,1473,1.1603
1.5,100,1474,1.1605
1.5,100,1475,1.1607
1.5,100,1476,1.1609
1.5,100,1477,1.1611
1.5,100,1478,1.1614
1.5,100,1479,1.1616
1.5,100,1480,1.1618
1.5,100,1481,1.1621
1.5,100,1482,1.1623
1.5,100,1483,1.1627
1.5,100,1484,1.1631
1.5,100,1485,1.1634
1.5,100,1486,1.1638
1.5,100,1487,1.1642
1.5,100,1488,1.1644
1.5,100,1489,1.1647
1.5,100,1490,1.1649
1.5,100,1491,1.1651
1.5,100,1492,1.1654
1.5,100,1493,1.1656
1.5,100,1494,1.1659
1.5,100,1495,1.1661
1.5,100,1496,1.1664
1.5,100,1497,1.1666
1.5,100,1498,1.1668
1.5,100,1499,1.1671
1.5,100,1500,1.1673
1.5,100,1501,1.1676
1.5,100,1502,1.1678
1.5,100,1503,1.1681
1.5,100,1504,1.1684
1.5,100,1505,1.1686
1.5,100,1506,1.1688
1.5,100,1507,1.169
1.5,100,1508,1.1693
1.5,100,1509,1.1695
1.5,100,1510,1.1697
1.5,100,1511,1.17
1.5,100,1512,1.1702
1.5,100,1513,1.1705
1.5,100,1514,1.1707
1.5,100,1515,1.171
1.5,100,1516,1.1712
1.5,100,1517,1.1714
1.5,100,1518,1.1717
1.5,100,1519,1.1719
1.5,100,1520,1.1721
1.5,100,1521,1.1724
1.5,100,1522,1.1727
1.5,100,1523,1.1729
1.5,100,1524,1.1732
1.5,100,1525,1.1734
1.5,100,1526,1.1737
1.5,100,1527,1.1738
1.5,100,1528,1.1741
1.5,100,1529,1.1743
1.5,100,1530,1.1745
1.5,100,1531,1.1748
1.5,100,1532,1.175
1.5,100,1533,1.1752
1.5,100,1534,1.1754
1.5,100,1535,1.1757
1.5,100,1536,1.1759
1.5,100,1537,1.1761
1.5,100,1538,1.1763
1.5,100,1539,1.1765
1.5,100,1540,1.1767
1.5,100,1541,1.1769
1.5,100,1542,1.1771
1.5,100,1543,1.1773
1.5,100,1544,1.1775
1.5,100,1545,1.1777
1.5,100,1546,1.1779
1.5,100,1547,1.1781
1.5,100,1548,1.1783
1.5,100,1549,1.1785
1.5,100,1550,1.1787
1.5,100,1551,1.1788
1.5,100,1552,1.179
1.5,100,1553,1.1792
1.5,100,1554,1.1794
1.5,100,1555,1.1796
1.5,100,1556,1.1798
1.5,100,1557,1.18
1.5,100,1558,1.1802
1.5,100,1559,1.1804
1.5,100,1560,1.1806
1.5,100,1561,1.1808
1.5,100,1562,1.1809
1.5,100,1563,1.1811
1.5,100,1564,1.1813
1.5,100,1565,1.1815
1.5,100,1566,1.1817
1.5,100,1567,1.1819
1.5,100,1568,1.1821
1.5,100,1569,1.1823
1.5,100,1570,1.1825
1.5,100,1571,1.1827
1.5,100,1572,1.1829
1.5,100,1573,1.1831
1.5,100,1574,1.1833
1.5,100,1575,1.1835
1.5,100,1576,1.1837
1.5,100,1577,1.1839
1.5,100,1578,1.1841
1.5,100,1579,1.1843
1.5,100,1580,1.1845
1.5,100,1581,1.1847
1.5,100,1582,1.1849
1.5,100,1583,1.1851
1.5,100,1584,1.1853
1.5,100,1585,1.1855
1.5,100,1586,1.1857
1.5,100,1587,1.1859
1.5,100,1588,1.1861
1.5,100,1589,1.1863
1.5,100,1590,1.1865
1.5,100,1591,1.1867
1.5,100,1592,1.1869
1.5,100,1593,1.1871
1.5,100,1594,1.1873
1.5,100,1595,1.1875
1.5,100,1596,1.1877
1.5,100,1597,1.1879
1.5,100,1598,1.1881
1.5,100,1599,1.1883
1.5,100,1600,1.1885
1.5,100,1601,1.1887
1.5,100,1602,1.189
1.5,100,1603,1.1892
1.5,100,1604,1.1894
1.5,100,1605,1.1896
1.5,100,1606,1.1899
1.5,100,1607,1.1901
1.5,100,1608,1.1903
1.5,100,1609,1.1905
1.5,100,1610,1.1908
1.5,100,1611,1.191
1.5,100,1612,1.1912
1.5,100,1613,1.1914
1.5,100,1614,1.1916
1.5,100,1615,1.1918
1.5,100,1616,1.192
1.5,100,1617,1.1922
1.5,100,1618,1.1924
1.5,100,1619,1.1926
1.5,100,1620,1.1928
1.5,100,1621,1.1931
1.5,100,1622,1.1933
1.5,100,1623,1.1935
1.5,100,1624,1.1937
1.5,100,1625,1.1939
1.5,100,1626,1.1941
1.5,100,1627,1.1944
1.5,100,1628,1.1946
1.5,100,1629,1.1948
1.5,100,1630,1.195
1.5,100,1631,1.1952
1.5,100,1632,1.1954
1.5,100,1633,1.1957
1.5,100,1634,1.1959
1.5,100,1635,1.1961
1.5,100,1636,1.1963
1.5,100,1637,1.1965
1.5,100,1638,1.1968
1.5,100,1639,1.197
1.5,100,1640,1.1972
1.5,100,1641,1.1974
1.5,100,1642,1.1977
1.5,100,1643,1.1979
1.5,100,1644,1.1981
1.5,100,1645,1.1982
1.5,100,1646,1.1984
1.5,100,1647,1.1986
1.5,100,1648,1.1988
1.5,100,1649,1.1989
1.5,100,1650,1.1991
1.5,100,1651,1.1993
1.5,100,1652,1.1995
1.5,100,1653,1.1997
1.5,100,1654,1.1998
1.5,100,1655,1.2
1.5,100,1656,1.2002
1.5,100,1657,1.2004
1.5,100,1658,1.2006
1.5,100,1659,1.2008
1.5,100,1660,1.201
1.5,100,1661,1.2012
1.5,100,1662,1.2014
1.5,100,1663,1.2016
1.5,100,1664,1.2017
1.5,100,1665,1.2019
1.5,100,1666,1.2021
1.5,100,1667,1.2023
1.5,100,1668,1.2027
1.5,100,1669,1.2038
1.5,100,1670,1.204
1.5,100,1671,1.2041
1.5,100,1672,1.2043
1.5,100,1673,1.2045
1.5,100,1674,1.2046
1.5,100,1675,1.2048
1.5,100,1676,1.2055
1.5,100,1677,1.2062
1.5,100,1678,1.2069
1.5,100,1679,1.208
1.5,100,1680,1.2091
1.5,100,1681,1.2098
1.5,100,1682,1.2105
1.5,100,1683,1.2112
1.5,100,1684,1.2117
1.5,100,1685,1.2123
1.5,100,1686,1.2128
1.5,100,1687,1.2133
1.5,100,1688,1.2139
1.5,100,1689,1.2144
1.5,100,1690,1.2149
1.5,100,1691,1.2155
1.5,100,1692,1.216
1.5,100,1693,1.2166
1.5,100,1694,1.2171
1.5,100,1695,1.2177
1.5,100,1696,1.2183
1.5,100,1697,1.2189
1.5,100,1698,1.2195
1.5,100,1699,1.2202
1.5,100,1700,1.2207
1.5,100,1701,1.221
1.5,100,1702,1.2213
1.5,100,1703,1.2215
1.5,100,1704,1.2218
1.5,100,1705,1.2221
1.5,100,1706,1.2223
1.5,100,1707,1.2226
1.5,100,1708,1.2229
1.5,100,1709,1.2232
1.5,100,1710,1.2234
1.5,100,1711,1.2237
1.5,100,1712,1.224
1.5,100,1713,1.2243
1.5,100,1714,1.2246
1.5,100,1715,1.2248
1.5,100,1716,1.2251
1.5,100,1717,1.2254
1.5,100,1718,1.2257
1.5,100,1719,1.226
1.5,100,1720,1.2263
1.5,100,1721,1.2265
1.5,100,1722,1.2268
1.5,100,1723,1.2271
1.5,100,1724,1.2274
1.5,100,1725,1.2277
1.5,100,1726,1.228
1.5,100,1727,1.2283
1.5,100,1728,1.2286
1.5,100,1729,1.2289
1.5,100,1730,1.2291
1.5,100,1731,1.2294
1.5,100,1732,1.2297
1.5,100,1733,1.23
1.5,100,1734,1.2303
1.5,100,1735,1.2306
1.5,100,1736,1.2309
1.5,100,1737,1.2312
1.5,100,1738,1.2315
1.5,100,1739,1.2318
1.5,100,1740,1.2321
1.5,100,1741,1.2324
1.5,100,1742,1.2327
1.5,100,1743,1.233
1.5,100,1744,1.2333
1.5,100,1745,1.2336
1.5,100,1746,1.2339
1.5,100,1747,1.2342
1.5,100,1748,1.2345
1.5,100,1749,1.2348
1.5,100,1750,1.2351
1.5,100,1751,1.2354
1.5,100,1752,1.2358
1.5,100,1753,1.2361
1.5,100,1754,1.2364
1.5,100,1755,1.2367
1.5,100,1756,1.237
1.5,100,1757,1.2373
1.5,100,1758,1.2376
1.5,100,1759,1.238
1.5,100,1760,1.2383
1.5,100,1761,1.2386
1.5,100,1762,1.2389
1.5,100,1763,1.2392
1.5,100,1764,1.2396
1.5,100,1765,1.2399
1.5,100,1766,1.2402
1.5,100,1767,1.2405
1.5,100,1768,1.2409
1.5,100,1769,1.2412
1.5,100,1770,1.2415
1.5,100,1771,1.2418
1.5,100,1772,1.2422
1.5,100,1773,1.2425
1.5,100,1774,1.2428
1.5,100,1775,1.2432
1.5,100,1776,1.2435
1.5,100,1777,1.2438
1.5,100,1778,1.2442
1.5,100,1779,1.2445
1.5,100,1780,1.2448
1.5,100,1781,1.2452
1.5,100,1782,1.2455
1.5,100,1783,1.2458
1.5,100,1784,1.2462
1.5,100,1785,1.2465
1.5,100,1786,1.2469
1.5,100,1787,1.2472
1.5,100,1788,1.2475
1.5,100,1789,1.2479
1.5,100,1790,1.2482
1.5,100,1791,1.2486
1.5,100,1792,1.2489
1.5,100,1793,1.2493
1.5,100,1794,1.2496
1.5,100,1795,1.2499
1.5,100,1796,1.2503
1.5,100,1797,1.2506
1.5,100,1798,1.251
1.5,100,1799,1.2513
1.5,100,1800,1.2517
1.5,100,1801,1.2521
1.5,100,1802,1.2524
1.5,100,1803,1.2528
1.5,100,1804,1.2531
1.5,100,1805,1.2535
1.5,100,1806,1.2538
1.5,100,1807,1.2542
1.5,100,1808,1.2546
1.5,100,1809,1.2549
1.5,100,1810,1.2553
1.5,100,1811,1.2557
1.5,100,1812,1.256
1.5,100,1813,1.2564
1.5,100,1814,1.2568
1.5,100,1815,1.2571
1.5,100,1816,1.2575
1.5,100,1817,1.2579
1.5,100,1818,1.2582
1.5,100,1819,1.2586
1.5,100,1820,1.259
1.5,100,1821,1.2594
1.5,100,1822,1.2597
1.5,100,1823,1.2601
1.5,100,1824,1.2605
1.5,100,1825,1.2609
1.5,100,1826,1.2612
1.5,100,1827,1.2616
1.5,100,1828,1.262
1.5,100,1829,1.2624
1.5,100,1830,1.2628
1.5,100,1831,1.2632
1.5,100,1832,1.2636
1.5,100,1833,1.264
1.5,100,1834,1.2644
1.5,100,1835,1.2648
1.5,100,1836,1.2652
1.5,100,1837,1.2656
1.5,100,1838,1.2659
1.5,100,1839,1.2663
1.5,100,1840,1.2667
1.5,100,1841,1.2671
1.5,100,1842,1.2675
1.5,100,1843,1.2679
1.5,100,1844,1.2683
1.5,100,1845,1.2687
1.5,100,1846,1.2691
1.5,100,1847,1.2695
1.5,100,1848,1.2699
1.5,100,1849,1.2703
1.5,100,1850,1.2707
1.5,100,1851,1.2711
1.5,100,1852,1.2715
1.5,100,1853,1.2719
1.5,100,1854,1.2723
1.5,100,1855,1.2728
1.5,100,1856,1.2732
1.5,100,1857,1.2736
1.5,100,1858,1.274
1.5,100,1859,1.2744
1.5,100,1860,1.2748
1.5,100,1861,1.2752
1.5,100,1862,1.2756
1.5,100,1863,1.2761
1.5,100,1864,1.2765
1.5,100,1865,1.2769
1.5,100,1866,1.2773
1.5,100,1867,1.2777
1.5,100,1868,1.2782
1.5,100,1869,1.2786
1.5,100,1870,1.279
1.5,100,1871,1.2794
1.5,100,1872,1.2799
1.5,100,1873,1.2804
1.5,100,1874,1.2807
1.5,100,1875,1.2813
1.5,100,1876,1.2817
1.5,100,1877,1.2821
1.5,100,1878,1.2826
1.5,100,1879,1.2829
1.5,100,1880,1.2834
1.5,100,1881,1.2838
1.5,100,1882,1.2843
1.5,100,1883,1.2847
1.5,100,1884,1.2852
1.5,100,1885,1.2856
1.5,100,1886,1.286
1.5,100,1887,1.2865
1.5,100,1888,1.287
1.5,100,1889,1.2875
1.5,100,1890,1.288
1.5,100,1891,1.2884
1.5,100,1892,1.2889
1.5,100,1893,1.2891
1.5,100,1894,1.2894
1.5,100,1895,1.2897
1.5,100,1896,1.2901
1.5,100,1897,1.2905
1.5,100,1898,1.2908
1.5,100,1899,1.2912
1.5,100,1900,1.2916
1.5,100,1901,1.292
1.5,100,1902,1.2924
1.5,100,1903,1.2925
1.5,100,1904,1.2925
1.5,100,1905,1.2925
1.5,100,1906,1.2925
1.5,100,1907,1.2924
1.5,100,1908,1.2924
1.5,100,1909,1.2924
1.5,100,1910,1.2923
1.5,100,1911,1.2923
1.5,100,1912,1.2922
1.5,100,1913,1.2922
1.5,100,1914,1.2922
1.5,100,1915,1.2922
1.5,100,1916,1.2921
1.5,100,1917,1.2921
1.5,100,1918,1.2921
1.5,100,1919,1.2921
1.5,100,1920,1.292
1.5,100,1921,1.292
1.5,100,1922,1.292
1.5,100,1923,1.292
1.5,100,1924,1.292
1.5,100,1925,1.292
1.5,100,1926,1.292
1.5,100,1927,1.292
1.5,100,1928,1.292
1.5,100,1929,1.292
1.5,100,1930,1.292
1.5,100,1931,1.292
1.5,100,1932,1.292
1.5,100,1933,1.292
1.5,100,1934,1.292
1.5,100,1935,1.2919
1.5,100,1936,1.292
1.5,100,1937,1.2919
1.5,100,1938,1.2911
1.5,100,1939,1.2897
1.5,100,1940,1.2886
1.5,100,1941,1.2857
1.5,100,1942,1.2826
1.5,100,1943,1.2798
1.5,100,1944,1.2767
1.5,100,1945,1.274
1.5,100,1946,1.271
1.5,100,1947,1.2677
1.5,100,1948,1.2648
1.5,100,1949,1.2628
1.5,100,1950,1.26
1.5,100,1951,1.2572
1.5,100,1952,1.2545
1.5,100,1953,1.252
1.5,100,1954,1.2494
1.5,100,1955,1.2459
1.5,100,1956,1.2436
1.5,100,1957,1.2412
1.5,100,1958,1.2389
1.5,100,1959,1.2367
1.5,100,1960,1.2345
1.5,100,1961,1.2324
1.5,100,1962,1.2303
1.5,100,1963,1.2282
1.5,100,1964,1.2262
1.5,100,1965,1.2243
1.5,100,1966,1.222
